district_id,state,district_name,latitude,longitude,date,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases
0100780,AL,Cleburne County School District,33.6504892,-085.5219586,,,,,
0100810,AL,Coffee County School District,31.3941123,-085.9925944,,,,,
0100840,AL,Colbert County School District,34.7040121,-087.8130371,,,,,
0100870,AL,Conecuh County School District,31.4309257,-086.9887221,,,,,
0100900,AL,Coosa County School District,32.9314453,-086.2434818,,,,,
0100930,AL,Covington County School District,31.2453641,-086.4553817,,,,,
0100960,AL,Crenshaw County School District,31.7328256,-086.3192219,,,,,
0100990,AL,Cullman City School District,34.1788918,-086.8418871,,,,,
0101020,AL,Cullman County School District,34.1319229,-086.8692666,,,,,
0101050,AL,Dale County School District,31.4922903,-085.5632718,,,,,
0101080,AL,Daleville City School District,31.2667065,-085.7388245,,,,,
0101110,AL,Dallas County School District,32.3335397,-087.1143556,,,,,
0101140,AL,DeKalb County School District,34.4633138,-085.8120557,,,,,
0101170,AL,Decatur City School District,34.5729952,-086.9899008,,,,,
0101200,AL,Demopolis City School District,32.4999378,-087.8254258,,,,,
0101230,AL,Dothan City School District,31.2336983,-085.4068225,,,,,
0101260,AL,Elba City School District,31.4294292,-086.1078476,,,,,
0101290,AL,Elmore County School District,32.6027590,-086.1853080,,,,,
0101320,AL,Enterprise City School District,31.3268985,-085.8440213,,,,,
0101350,AL,Escambia County School District,31.1222867,-087.1684097,,,,,
0101380,AL,Etowah County School District,33.9693862,-085.9525588,,,,,
0101410,AL,Eufaula City School District,31.9099374,-085.1527087,,,,,
0101440,AL,Fairfield City School District,33.4747054,-086.9193397,,,,,
0101470,AL,Fayette County School District,33.7089245,-087.7409780,,,,,
0101530,AL,Florence City School District,34.8303226,-087.6661386,,,,,
0101560,AL,Fort Payne City School District,34.4573293,-085.6894469,,,,,
0101590,AL,Franklin County School District,34.4419892,-087.8428144,,,,,
0101620,AL,Gadsden City School District,34.0095631,-086.0156426,,,,,
0101640,AL,Geneva City School District,31.0438447,-085.8798584,,,,,
0101660,AL,Geneva County School District,31.0361494,-086.0159590,,,,,
0101680,AL,Greene County School District,32.8444965,-087.9642005,,,,,
0101690,AL,Guntersville City School District,34.3679473,-086.2523225,,,,,
0101710,AL,Hale County School District,32.7527958,-087.6230608,,,,,
0101720,AL,Haleyville City School District,34.2110276,-087.5776691,,,,,
0101730,AL,Hartselle City School District,34.4383083,-086.9411417,,,,,
0101740,AL,Henry County School District,31.5169779,-085.2399712,,,,,
0101760,AL,Homewood City School District,33.4585496,-086.8096502,,,,,
0101770,AL,Houston County School District,31.1328169,-085.2815425,,,,,
0101800,AL,Huntsville City School District,34.7012552,-086.6729061,,,,,
0101830,AL,Jackson County School District,34.7641140,-085.9800556,,,,,
0101860,AL,Jacksonville City School District,33.8100663,-085.7552174,,,,,
0101890,AL,Jasper City School District,33.8511103,-087.2683477,,,,,
0101920,AL,Jefferson County School District,33.5753956,-086.9405272,,,,,
0101950,AL,Lamar County School District,33.7870852,-088.0874309,,,,,
0101980,AL,Lanett City School District,32.8577677,-085.2077611,,,,,
0102010,AL,Lauderdale County School District,34.9041221,-087.6509966,,,,,
0102040,AL,Lawrence County School District,34.5297760,-087.3218651,,,,,
0102070,AL,Lee County School District,32.5810513,-085.3503058,,,,,
0102100,AL,Limestone County School District,34.7707064,-087.0327422,,,,,
0102130,AL,Linden City School District,32.3019011,-087.8337535,,,,,
0102160,AL,Lowndes County School District,32.1478880,-086.6505859,,,,,
0102190,AL,Macon County School District,32.3870267,-085.6928870,,,,,
0102220,AL,Madison County School District,34.6067654,-086.6604232,,,,,
0102250,AL,Marengo County School District,32.4133634,-087.9555517,,,,,
0102310,AL,Marion County School District,34.1465462,-087.8894150,,,,,
0102350,AL,Midfield City School District,33.4552001,-086.9226437,,,,,
0102370,AL,Mobile County School District,30.6801516,-088.2005249,,,,,
0102400,AL,Monroe County School District,31.5803324,-087.3832656,,,,,
0102430,AL,Montgomery County School District,32.2288488,-086.2154797,,,,,
0102480,AL,Morgan County School District,34.4410724,-086.8331885,,,,,
0102490,AL,Mountain Brook City School District,33.4914885,-086.7344699,,,,,
0102520,AL,Muscle Shoals City School District,34.7436917,-087.6337742,,,,,
0102550,AL,Oneonta City School District,33.9471551,-086.4896608,,,,,
0102580,AL,Opelika City School District,32.6613899,-085.3763247,,,,,
0102610,AL,Opp City School District,31.2843753,-086.2574417,,,,,
0102635,AL,Oxford City School District,33.5900912,-085.8522456,,,,,
0102640,AL,Ozark City School District,31.4433773,-085.6409822,,,,,
0102650,AL,Pell City City School District,33.5442330,-086.3067820,,,,,
0102670,AL,Perry County School District,32.6390053,-087.2938269,,,,,
0102700,AL,Phenix City City School District,32.4616695,-085.0250208,,,,,
0102730,AL,Pickens County School District,33.2967933,-088.0968631,,,,,
0102760,AL,Piedmont City School District,33.9180048,-085.5138154,,,,,
0102790,AL,Pike County School District,31.9499259,-085.8036223,,,,,
0102820,AL,Randolph County School District,33.2964753,-085.4640679,,,,,
0102850,AL,Roanoke City School District,33.1453048,-085.3695264,,,,,
0102880,AL,Russell County School District,32.2693878,-085.1900577,,,,,
0102910,AL,Russellville City School District,34.5057374,-087.7281916,,,,,
0102940,AL,Scottsboro City School District,34.6446199,-086.0481547,,,,,
0102970,AL,Selma City School District,32.4170195,-087.0358024,,,,,
0103000,AL,Sheffield City School District,34.7554939,-087.7012648,,,,,
0103030,AL,Shelby County School District,33.2594558,-086.6494235,,,,,
0103062,AL,St. Clair County School District,33.7699986,-086.3179840,,,,,
0103090,AL,Sumter County School District,32.5974811,-088.2000571,,,,,
0103120,AL,Sylacauga City School District,33.1886699,-086.2747992,,,,,
0103150,AL,Talladega City School District,33.4317569,-086.0994543,,,,,
0103180,AL,Talladega County School District,33.3693135,-086.1759302,,,,,
0103210,AL,Tallapoosa County School District,32.8646214,-085.7715550,,,,,
0103240,AL,Tallassee City School District,32.5469786,-085.9427351,,,,,
0103270,AL,Tarrant City School District,33.5928973,-086.7662525,,,,,
0103300,AL,Thomasville City School District,31.9042853,-087.7335788,,,,,
0103330,AL,Troy City School District,31.8019595,-085.9671296,,,,,
0103360,AL,Tuscaloosa City School District,33.2331218,-087.5284927,,,,,
0103390,AL,Tuscaloosa County School District,33.3213709,-087.4565979,,,,,
0103420,AL,Tuscumbia City School District,34.7185022,-087.7025864,,,,,
0103430,AL,Vestavia Hills City School District,33.4624959,-086.7395079,,,,,
0103450,AL,Walker County School District,33.7915581,-087.3010936,,,,,
0103480,AL,Washington County School District,31.4052172,-088.1975644,,,,,
0103510,AL,Wilcox County School District,31.9900824,-087.3049349,,,,,
0103540,AL,Winfield City School District,33.9195334,-087.8090327,,,,,
0103580,AL,Winston County School District,34.1462275,-087.3376844,,,,,
0500001,AR,DeWitt School District,34.2473999,-091.3745432,,,,,
0500006,AR,Warren School District,33.6126116,-092.1272377,,,,,
0500009,AR,Corning Public Schools,36.3710105,-090.6127243,,,,,
0500012,AR,Riverside School District,35.7299504,-090.4132426,,,,,
0500015,AR,Sheridan School District,34.3021859,-092.3973196,,,,,
0500016,AR,Marmaduke School District,36.2011066,-090.4204621,,,,,
0500017,AR,Paragould School District,36.1078289,-090.5866176,,,,,
0500019,AR,Batesville School District,35.8005996,-091.6994432,2020-08-27,,9,,12
0500020,AR,Midland School District,35.5835693,-091.6491238,,,,,
0500021,AR,Izard Cty Consolidated Schools,36.1888930,-091.8544768,,,,,
0500023,AR,Newport School District,35.5101743,-091.2012825,,,,,
0500026,AR,Pine Bluff School District,34.1636116,-091.8986344,2020-08-27,,,,
0500028,AR,Star City School District,33.9684668,-091.8081706,,,,,
0500029,AR,Gosnell School District,35.9127695,-090.0467763,,,,,
0500030,AR,Nevada School District,33.5844424,-093.3048506,,,,,
0500032,AR,Bearden School District,33.7364934,-092.5621022,,,,,
0500041,AR,Western Yell County School District,35.1128646,-093.5239658,,,,,
0500042,AR,Hamburg School District,33.2135090,-091.6951075,,,,,
0500043,AR,Mountain Home School District,36.3912996,-092.3926811,2020-08-27,,7,,0
0500044,AR,Magnolia School District,33.2852786,-093.2094244,,,,,
0500045,AR,Rivercrest School District,35.6351245,-090.0716348,,,,,
0500046,AR,Manila School District,35.8078250,-090.2045584,,,,,
0500047,AR,Trumann Schools,35.6420632,-090.5736320,,,,,
0500048,AR,East Poinsett County School District,35.5947273,-090.3529035,,,,,
0500049,AR,De Queen School District,34.0372791,-094.2652779,2020-08-27,,,,
0500051,AR,Palestine-Wheatley School District,34.9723459,-091.0030323,,,,,
0500065,AR,Lafayette County School District,33.3696976,-093.6093575,,,,,
0500067,AR,Cleveland County School District,33.8887674,-092.2308678,,,,,
0500068,AR,Emerson-Taylor-Bradley School District,33.1067133,-093.4363125,,,,,
0500070,AR,Cedar Ridge School District,35.7235016,-091.4081582,,,,,
0500071,AR,Hillcrest School District,36.0290766,-091.3411630,,,,,
0500072,AR,Deer/Mount Judea School District,35.8537270,-093.1724962,,,,,
0500073,AR,Ouachita River School District,34.5241931,-093.9352543,,,,,
0500076,AR,Ozark Mountain School District,36.1169982,-092.8566552,,,,,
0500079,AR,Two Rivers School District,34.9198680,-093.3918248,,,,,
0500082,AR,Lawrence County School District,36.0750935,-091.1968978,,,,,
0500405,AR,Cossatot River School District,34.3112650,-094.2339439,,,,,
0500419,AR,Jacksonville North Pulaski School District,34.9120860,-092.1376720,2020-08-27,,,,
0502250,AR,Alma School District,35.5231826,-094.2140041,,,,,
0502280,AR,Alpena School District,36.2307153,-093.3116033,,,,,
0502430,AR,Arkadelphia School District,34.0986350,-093.1088171,,,,,
0502550,AR,Armorel School District,35.9213454,-089.7439912,,,,,
0502580,AR,Ashdown School District,33.6780135,-094.1256098,,,,,
0502610,AR,Atkins Public Schools,35.2626840,-092.9338886,,,,,
0502670,AR,Augusta School District,35.1779269,-091.3126952,,,,,
0502700,AR,Bald Knob School District,35.3126054,-091.5240844,,,,,
0502730,AR,Barton-Lexa School District,34.5108699,-090.7781934,,,,,
0502790,AR,Bauxite School District,34.4799333,-092.5154233,,,,,
0502820,AR,Bay School District,35.7610863,-090.5489527,,,,,
0502880,AR,Beebe School District,35.1166652,-091.9010117,,,,,
0502960,AR,Benton School District,34.5732628,-092.6869333,,,,,
0503030,AR,Pea Ridge School District,36.4664626,-094.0737164,,,,,
0503060,AR,Bentonville Public Schools,36.3669692,-094.2540750,,,,,
0503090,AR,Bergman School District,36.3146655,-093.0186471,,,,,
0503150,AR,Berryville Public Schools,36.3483268,-093.5508455,,,,,
0503240,AR,Bismarck Public Schools,34.3268908,-093.1573021,,,,,
0503300,AR,Blevins School District,33.8514342,-093.5807033,,,,,
0503320,AR,Blytheville School District,35.8966599,-089.8970899,,,,,
0503420,AR,Lead Hill School District,36.4244427,-092.9427159,2020-08-27,,,,
0503450,AR,Booneville School District,35.0990110,-093.9278554,,,,,
0503480,AR,Bradford School District,35.4668823,-091.4624404,,,,,
0503630,AR,Brinkley School District,34.8997189,-091.2021485,,,,,
0503640,AR,Brookland School District,35.9140696,-090.5533194,,,,,
0503690,AR,Bryant Public Schools,34.7294711,-092.7246605,2020-08-27,,18,,6
0503710,AR,Buffalo Island Central School District,35.9110116,-090.2992056,,,,,
0503750,AR,Cabot Public Schools,34.9696929,-091.9660620,2020-08-27,,,,
0503770,AR,Caddo Hills School District,34.4341853,-093.7013364,,,,,
0503840,AR,Calico Rock School District,36.1176445,-092.1266108,,,,,
0503960,AR,Carlisle School District,34.7034679,-091.7504410,,,,,
0504020,AR,Westside Consolidated School District,35.8589101,-090.9067451,,,,,
0504050,AR,Cave City School District,35.9819609,-091.5735120,,,,,
0504080,AR,Cedarville School District,35.6694918,-094.3895614,,,,,
0504110,AR,Genoa Central School District,33.3643674,-093.8657434,,,,,
0504170,AR,White County Central School District,35.3814759,-091.6849861,,,,,
0504200,AR,Charleston School District,35.3130424,-094.0572293,,,,,
0504350,AR,Clarendon School District,34.6063218,-091.2096698,,,,,
0504370,AR,Rector School District,36.3016307,-090.2742723,,,,,
0504380,AR,Clarksville School District,35.5091674,-093.5156189,2020-08-27,,,,
0504410,AR,Clinton School District,35.5933103,-092.5920207,2020-08-27,,,,
0504560,AR,Concord Public Schools,35.6063388,-091.9042136,,,,,
0504590,AR,Conway Public Schools,35.0698412,-092.4293688,2020-08-27,,,,
0504680,AR,Cotter School District,36.3056324,-092.5032590,,,,,
0504740,AR,County Line School District,35.3559781,-093.9096152,,,,,
0504800,AR,Crossett School District,33.1324603,-092.0043174,,,,,
0504860,AR,Cutter-Morning Star School District,34.5232918,-092.9531729,,,,,
0504890,AR,Danville School District,34.9513183,-093.7150389,,,,,
0504930,AR,Dardanelle Public Schools,35.1924543,-093.1985748,,,,,
0504980,AR,Decatur School District,36.3451708,-094.4675701,,,,,
0505170,AR,Dermott School District,33.4999080,-091.4329578,,,,,
0505190,AR,Des Arc Public Schools,34.9710338,-091.5544058,,,,,
0505340,AR,Dierks School District,34.1522623,-093.9933389,,,,,
0505410,AR,Dollarway School District,34.3335343,-091.8969238,,,,,
0505430,AR,Dover School District,35.5065999,-093.1299694,,,,,
0505470,AR,Drew Central School District,33.5884688,-091.7678830,,,,,
0505500,AR,Dumas School District,33.9169891,-091.5189128,,,,,
0505550,AR,Earle School District,35.3024781,-090.4459244,,,,,
0505580,AR,East End School District,35.0083094,-092.6398311,,,,,
0505680,AR,El Dorado School District,33.1964354,-092.5696927,,,,,
0505760,AR,Elkins School District,35.9525811,-093.9967502,,,,,
0505850,AR,England School District,34.5737609,-091.9230072,,,,,
0505970,AR,Eureka Springs School District,36.3859358,-093.7574828,,,,,
0506060,AR,Camden Fairview School District,33.5691472,-092.9592031,,,,,
0506090,AR,Farmington School District,36.0620761,-094.2795042,,,,,
0506120,AR,Fayetteville School District,36.0816418,-094.1029431,,,,,
0506150,AR,Flippin School District,36.2754390,-092.5758610,,,,,
0506210,AR,Fordyce School District,33.8954841,-092.5429901,,,,,
0506240,AR,Foreman School District,33.7141009,-094.4007784,,,,,
0506270,AR,Forrest City School District,35.0445815,-090.7538147,,,,,
0506330,AR,Fort Smith Public Schools,35.3577068,-094.3747200,2020-08-27,,51,,6
0506360,AR,Fouke School District,33.1661941,-093.9069667,,,,,
0506420,AR,Fountain Lake School District,34.6235810,-092.8983902,,,,,
0506540,AR,Gentry Public Schools,36.2626868,-094.4510576,,,,,
0506630,AR,Glen Rose School District,34.4351801,-092.7054767,,,,,
0506690,AR,Centerpoint School District,34.2685270,-093.3749235,,,,,
0506840,AR,Gravette School District,36.4406872,-094.4582771,,,,,
0506870,AR,Green Forest School District,36.3601750,-093.4101856,2020-08-27,,,,
0506900,AR,Greenbrier School District,35.2236590,-092.4031305,,,,,
0506930,AR,Greenland Public Schools,35.8182840,-094.0817393,,,,,
0506990,AR,Greenwood School District,35.2246375,-094.2302930,,,,,
0507110,AR,Gurdon School District,33.9134034,-093.1389087,,,,,
0507140,AR,Guy-Perkins Schools,35.3175798,-092.3363677,,,,,
0507170,AR,Hackett Public Schools,35.0813740,-094.3922800,,,,,
0507230,AR,Hampton School District,33.5031863,-092.5171382,,,,,
0507290,AR,Harmony Grove School District,33.8404576,-092.8184157,,,,,
0507320,AR,Harmony Grove School District,34.5096230,-092.6455995,,,,,
0507350,AR,Harrisburg School District,35.5718528,-090.8337710,,,,,
0507380,AR,Harrison School District,36.2199130,-093.1545968,,,,,
0507530,AR,Hazen School District,34.7127046,-091.5412514,,,,,
0507560,AR,Heber Springs School District,35.4806759,-092.0136795,,,,,
0507620,AR,Hector School District,35.6110088,-092.9109049,2020-08-27,,9,,7
0507680,AR,Helena-West Helena School District,34.5050913,-090.6446509,,,,,
0507710,AR,Hermitage School District,33.3885584,-092.1713715,,,,,
0507740,AR,Cross County School District,35.3627391,-090.8127763,,,,,
0507770,AR,Highland School District,36.2852903,-091.5003279,,,,,
0507840,AR,Hope School District,33.6495600,-093.6230599,2020-08-27,,,,
0507860,AR,Horatio School District,33.8939755,-094.3256564,,,,,
0507890,AR,Hot Springs School District,34.5007064,-093.0714926,,,,,
0507920,AR,Jessieville School District,34.7114051,-093.1740392,,,,,
0507990,AR,Hoxie School District,36.0075942,-091.0164014,,,,,
0508040,AR,West Memphis School District,35.0106638,-090.3818317,,,,,
0508130,AR,Huntsville School District,36.0079612,-093.7495988,,,,,
0508240,AR,Jasper School District,35.8761554,-093.4440934,,,,,
0508280,AR,Jonesboro Public Schools,35.8615920,-090.7144952,2020-08-27,,12,,0
0508340,AR,Junction City School District,33.0748162,-092.7935672,,,,,
0508400,AR,Riverview School District,35.1539260,-091.6084825,,,,,
0508490,AR,Kirby School District,34.2613946,-093.6942139,,,,,
0508610,AR,Lake Hamilton School District,34.4853691,-093.2563763,2020-08-27,,,,
0508640,AR,Lakeside School District,33.2417455,-091.2900227,,,,,
0508670,AR,Lakeside School District,34.4340060,-093.0103585,,,,,
0508700,AR,Lamar School District,35.5580155,-093.3219785,,,,,
0508730,AR,Lavaca Public Schools,35.3570833,-094.1597858,,,,,
0508940,AR,Lincoln School District,35.8879283,-094.4400118,,,,,
0509000,AR,Little Rock School District,34.7205788,-092.3472913,2020-08-27,,,,
0509060,AR,Lonoke School District,34.7740889,-091.9317740,,,,,
0509150,AR,Magazine Schools,35.1736421,-093.7636974,,,,,
0509190,AR,Magnet Cove School District,34.4708460,-092.8401215,,,,,
0509240,AR,Malvern Special School District,34.1996585,-092.7176453,,,,,
0509270,AR,Mammoth Spring Schools,36.4455752,-091.4441198,,,,,
0509330,AR,Mansfield School District,35.0487564,-094.2101544,,,,,
0509360,AR,Lee County School District,34.7795048,-090.7797172,,,,,
0509390,AR,Marion School District,35.2922918,-090.2553123,2020-08-27,,,,
0509420,AR,Marked Tree School District,35.5062292,-090.4671592,,,,,
0509480,AR,Searcy County School District,35.8820185,-092.6470345,,,,,
0509510,AR,Marvell School District,34.3003748,-090.9756376,,,,,
0509540,AR,Mayflower School District,34.9677118,-092.4174707,,,,,
0509570,AR,Maynard School District,36.4410471,-090.9565086,,,,,
0509600,AR,McCrory School District,35.2445356,-091.1440877,,,,,
0509630,AR,McGehee School District,33.7558246,-091.2689323,,,,,
0509720,AR,Melbourne School District,36.0111991,-091.8917452,,,,,
0509750,AR,Mena Public Schools,34.5358214,-094.1806632,,,,,
0509780,AR,Mineral Springs School District,33.7706955,-093.8827651,,,,,
0509840,AR,Monticello School District,33.6798090,-091.8029386,,,,,
0509990,AR,Mount Ida School District,34.5884323,-093.5274166,,,,,
0510080,AR,Mount Vernon-Enola School District,35.2156776,-092.1576295,,,,,
0510170,AR,Mountain Pine School District,34.5811063,-093.2295374,,,,,
0510200,AR,Mountain View School District,35.8406275,-092.1676262,,,,,
0510260,AR,Mountainburg Schools,35.6771415,-094.1306230,,,,,
0510290,AR,Mulberry School District,35.5477889,-093.9976666,,,,,
0510320,AR,South Pike County School District,34.0805599,-093.6001474,,,,,
0510380,AR,Nashville School District,33.9870338,-093.8840370,,,,,
0510410,AR,Nemo Vista School District,35.3644082,-092.5821716,,,,,
0510440,AR,Nettleton School District,35.8157793,-090.6380134,2020-08-27,,14,,0
0510560,AR,Norfork Schools,36.1703715,-092.2924258,,,,,
0510680,AR,North Little Rock School District,34.7800016,-092.2522550,2020-08-27,,13,,5
0510920,AR,Omaha School District,36.4392999,-093.1776708,,,,,
0510950,AR,Osceola School District,35.6637404,-089.9602939,,,,,
0510980,AR,Ouachita School District,34.2227217,-092.9466417,,,,,
0511010,AR,Ozark School District,35.5892175,-093.8296471,,,,,
0511070,AR,Pangburn School District,35.4242690,-091.8356710,,,,,
0511130,AR,Paris School District,35.2688075,-093.5909354,,,,,
0511220,AR,Parkers Chapel School District,33.1396740,-092.7355575,,,,,
0511340,AR,Perryville School District,34.9189781,-093.0097444,,,,,
0511370,AR,Piggott School District,36.4137541,-090.2055386,,,,,
0511610,AR,Pocahontas School District,36.2595408,-090.9882745,,,,,
0511700,AR,Pottsville Public Schools,35.2201518,-093.0552158,,,,,
0511730,AR,Poyen School District,34.3271080,-092.6535874,,,,,
0511760,AR,Prairie Grove School District,35.9858214,-094.3426125,,,,,
0511820,AR,Prescott School District,33.8002985,-093.3046341,,,,,
0511850,AR,Pulaski County Special School District,34.8607854,-092.7597928,,,,,
0511880,AR,Quitman School District,35.3863135,-092.2110271,,,,,
0511970,AR,Rogers Public Schools,36.3462107,-094.0267533,2020-08-27,,,,
0512000,AR,Rose Bud School District,35.3109632,-092.0371492,,,,,
0512060,AR,Russellville Schools,35.3081371,-093.1668752,2020-08-27,,16,,6
0512090,AR,Salem School District,36.3681771,-091.8154263,,,,,
0512180,AR,Scranton School District,35.3492618,-093.5209894,,,,,
0512210,AR,Searcy School District,35.2981426,-091.8281395,,,,,
0512420,AR,Shirley School District,35.6483786,-092.3231462,,,,,
0512450,AR,Siloam Springs Schools,36.1454492,-094.4550310,,,,,
0512480,AR,Sloan-Hendrix School District,36.2465987,-091.2093609,,,,,
0512510,AR,Smackover-Norphlet School District,33.3179237,-092.8034009,,,,,
0512520,AR,South Conway County School District,35.1764499,-092.6872380,,,,,
0512540,AR,Southside School District,35.6868674,-091.5962150,,,,,
0512570,AR,South Side-Bee Branch School District,35.4426505,-092.3774339,,,,,
0512630,AR,Spring Hill School District,33.5510579,-093.6616686,,,,,
0512660,AR,Springdale School District,36.1826970,-094.1198368,2020-08-27,,,,
0512930,AR,Strong School District,33.1209517,-092.2972614,,,,,
